amenity,amenity_category,name,geometry,icon,color
pub,Food Services,Doc's Backyard,POINT (-97.8178433 30.2306336),beer,green
bar,Food Services,Workhorse Bar,POINT (-97.7219593 30.3178517),beer,green
cinema,Recreation,IPIC Theaters,POINT (-97.7279223980027 30.396280354369498),film,red
bar,Food Services,Half Step,POINT (-97.7386658 30.2584292),beer,green
restaurant,Food Services,Joi Asian Bistro,POINT (-97.7215648 30.4029698),cutlery,green
cafe,Food Services,Double Trouble,POINT (-97.722135 30.317485),coffee,green
place_of_worship,Community Services,Berkeley United Methodist Church,POINT (-97.8083357 30.2098936),institution,orange
marketplace,Commercial,Drip n Rip Vapes Vapor Electronic Cigarettes Shop,POINT (-97.6675532 30.5189072),shopping-cart,green
restaurant,Food Services,Chapala #2,POINT (-97.66473307587856 30.444600476406944),cutlery,green
restaurant,Food Services,Buffalo Wild Wings,POINT (-97.76767977703429 30.196878048891044),cutlery,green
bar,Food Services,The Tipsy Alchemist,POINT (-97.739041 30.258393),beer,green
restaurant,Food Services,Santiago's Tex-Mex and Cantina,POINT (-97.69017484630172 30.563550207629678),cutlery,green
restaurant,Food Services,DoubleDave's Pizza,POINT (-97.7864313 30.4462799),cutlery,green
bar,Food Services,Cedar Park Pub,POINT (-97.8054463 30.4816933),beer,green
restaurant,Food Services,IHOP,POINT (-97.7098149267108 30.32051744598072),cutlery,green
place_of_worship,Community Services,New Life Assembly of God Church,POINT (-97.7950924 30.1866916),institution,orange
place_of_worship,Community Services,One Chapel Austin,POINT (-97.81264685726707 30.26346378178898),institution,orange
restaurant,Food Services,Mad Greens,POINT (-97.7988863 30.4692872),cutlery,green
restaurant,Food Services,Cheddar's,POINT (-97.66673846796506 30.44454201677562),cutlery,green
restaurant,Food Services,Toulouse,POINT (-97.7215241 30.4030919),cutlery,green
cafe,Food Services,Cuba Bakery & Café,POINT (-97.6673356 30.5187229),coffee,green
restaurant,Food Services,Cheddar's,POINT (-97.78774959515168 30.446043921299303),cutlery,green
pub,Food Services,The Brass Tap,POINT (-97.7268687 30.3959484),beer,green
pub,Food Services,The Stay Put,POINT (-97.7386839299636 30.25827546903399),beer,green
restaurant,Food Services,Fleming's Prime Steakhouse and Wine Bar,POINT (-97.7256032 30.4031449),cutlery,green
place_of_worship,Community Services,Parmer Lane Baptist Church,POINT (-97.68797339978404 30.410196559868428),institution,orange
cafe,Food Services,Caffe Medici,POINT (-97.7594165888224 30.27951558087614),coffee,green
place_of_worship,Community Services,Masjid Ibrahim,POINT (-97.89211536646076 30.248231401611545),institution,orange
restaurant,Food Services,The Dirdie Birdie,POINT (-97.7270812 30.3959797),cutlery,green
restaurant,Food Services,Jason's Deli,POINT (-97.7917594 30.4588536),cutlery,green
restaurant,Food Services,Cedar Park Cafe,POINT (-97.8303724 30.4795262),cutlery,green
bar,Food Services,The Tigress,POINT (-97.7222217 30.3179356),beer,green
cafe,Food Services,Yogurt Planet,POINT (-97.7275003 30.3959033),coffee,green
restaurant,Food Services,Ola Poke,POINT (-97.7862576 30.4461457),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.87406926166832 30.23248418530245),coffee,green
cafe,Food Services,sodade,POINT (-97.7134001 30.4075615),coffee,green
theatre,Recreation,Zilker Hillside Theater,POINT (-97.77244728326556 30.26444143930959),film,red
place_of_worship,Community Services,Sweethome Missionary Baptist Church,POINT (-97.7627012566833 30.281195435123546),institution,orange
library,Community Services,Austin Public Library - St. John Branch,POINT (-97.6937228 30.332052),book,orange
place_of_worship,Community Services,Austin Buddhist Center - Aloko Udapadi,POINT (-97.63179899130293 30.17063468044524),institution,orange
cafe,Food Services,Sharetea,POINT (-97.7862149 30.4461154),coffee,green
restaurant,Food Services,Fire Bowl Cafe,POINT (-97.7992111 30.4689111),cutlery,green
place_of_worship,Community Services,Saint Julia Catholic Church,POINT (-97.70408899090322 30.26280590044145),institution,orange
restaurant,Food Services,Marcelino's,POINT (-97.70353785902405 30.26255724811171),cutlery,green
restaurant,Food Services,Third Base,POINT (-97.67020151338899 30.47779717186975),cutlery,green
bar,Food Services,Javelina,POINT (-97.7388025 30.2581501),beer,green
cafe,Food Services,Teapioca Lounge,POINT (-97.6794146 30.4903024),coffee,green
restaurant,Food Services,Amaya’s Taco Village,POINT (-97.70812494491206 30.31931170779013),cutlery,green
restaurant,Food Services,Texican Cafe,POINT (-97.7967504 30.2364317),cutlery,green
restaurant,Food Services,Flower Child,POINT (-97.7215518 30.4037493),cutlery,green
restaurant,Food Services,Culinary Drop Out,POINT (-97.7216284 30.4035082),cutlery,green
restaurant,Food Services,Easy Tiger Linc,POINT (-97.7071923 30.3273152),cutlery,green
restaurant,Food Services,Sushi Junai 2,POINT (-97.7020297 30.4221877),cutlery,green
restaurant,Food Services,Annapurna Kitchen,POINT (-97.6190099 30.2822618),cutlery,green
cinema,Recreation,Lake Creek 7,POINT (-97.79140122522234 30.4586938913348),film,red
restaurant,Food Services,Poke House Round Rock,POINT (-97.6875191 30.5578362),cutlery,green
place_of_worship,Community Services,Cottonwood Baptist Church,POINT (-97.637511 30.2038513),institution,orange
place_of_worship,Community Services,Oak Meadow Baptist Church,POINT (-97.77192626859774 30.186059735842985),institution,orange
restaurant,Food Services,Marco's Pizza,POINT (-97.6774712 30.561989),cutlery,green
restaurant,Food Services,Fresh Bowl,POINT (-97.65521510692014 30.39844228184093),cutlery,green
restaurant,Food Services,Buca di Beppo,POINT (-97.806105 30.470812),cutlery,green
restaurant,Food Services,Sway,POINT (-97.80403615185098 30.276392815601948),cutlery,green
restaurant,Food Services,Yard House,POINT (-97.7214209 30.4043458),cutlery,green
restaurant,Food Services,Bacalar,POINT (-97.7390426 30.255648),cutlery,green
restaurant,Food Services,Waterloo Ice House,POINT (-97.8789401 30.2035018),cutlery,green
restaurant,Food Services,Galaxy Cafe,POINT (-97.7600581 30.2794133),cutlery,green
restaurant,Food Services,Fresno Grill,POINT (-97.8300584 30.4796051),cutlery,green
cafe,Food Services,Annie's,POINT (-97.6700253 30.202292),coffee,green
restaurant,Food Services,BJ's,POINT (-97.6915941700437 30.56111019359289),cutlery,green
place_of_worship,Community Services,Main Temple Complex,POINT (-97.61884864627442 30.281782969614586),institution,orange
place_of_worship,Community Services,United Christian Church,POINT (-97.70925461059961 30.423815138682844),institution,orange
restaurant,Food Services,California Pizza Kitchen,POINT (-97.8060417 30.2590845),cutlery,green
restaurant,Food Services,The Burger Bar,POINT (-97.82997 30.4796232),cutlery,green
place_of_worship,Community Services,Sacred Heart Catholic Church,POINT (-97.6754935532983 30.30452579408857),institution,orange
cafe,Food Services,Summer Moon,POINT (-97.8698127 30.20047),coffee,green
library,Community Services,Spicewood Springs Branch,POINT (-97.77311838422867 30.43370804287163),book,orange
cafe,Food Services,Ruta Maya,POINT (-97.6700843 30.2020949),coffee,green
restaurant,Food Services,The Melting Pot,POINT (-97.7857806 30.4458842),cutlery,green
place_of_worship,Community Services,Ganesh Temple,POINT (-97.6186779581475 30.282428550110687),institution,orange
place_of_worship,Community Services,Yajna Shala,POINT (-97.61867505382233 30.28227490357157),institution,orange
restaurant,Food Services,Taqueria Los Altos,POINT (-97.7216786 30.2909325),cutlery,green
restaurant,Food Services,Baby Acapulco,POINT (-97.73771000905938 30.386688547391717),cutlery,green
restaurant,Food Services,McCormick & Schmick's,POINT (-97.7251257 30.403753),cutlery,green
place_of_worship,Community Services,Navagraha Mandir,POINT (-97.61866389597414 30.282125481250734),institution,orange
place_of_worship,Community Services,Church in Austin,POINT (-97.7807877 30.1789628),institution,orange
cafe,Food Services,Starbucks,POINT (-97.8373142 30.2221147),coffee,green
restaurant,Food Services,Pizza Twist,POINT (-97.6718269 30.4775418),cutlery,green
place_of_worship,Community Services,Bethany United Methodist Church,POINT (-97.7993011 30.4476034),institution,orange
place_of_worship,Community Services,Guru Mandir - Sai Baba Temple,POINT (-97.61870724461879 30.281496487303937),institution,orange
place_of_worship,Community Services,Unity,POINT (-97.79666964615497 30.44533609030869),institution,orange
restaurant,Food Services,Nala's,POINT (-97.81375662674365 30.234236945161847),cutlery,green
place_of_worship,Community Services,Red Rocks Church,POINT (-97.69807650910161 30.336836561532024),institution,orange
restaurant,Food Services,La Madelaine,POINT (-97.819725 30.2296069),cutlery,green
place_of_worship,Community Services,Solid Rock Missionary Baptist Church of Austin,POINT (-97.68435931994252 30.256577704708818),institution,orange
cafe,Food Services,Summer Moon Coffee,POINT (-97.67212959464968 30.414771479995412),coffee,green
place_of_worship,Community Services,The Unitarian Universalist Fellowship Church of Austin,POINT (-97.7777831 30.2213209),institution,orange
restaurant,Food Services,Aleida's,POINT (-97.8297037 30.4797771),cutlery,green
restaurant,Food Services,Besos Cocina & Cantina,POINT (-97.67005410319238 30.47723507945642),cutlery,green
place_of_worship,Community Services,Vietnamese Alliance Church,POINT (-97.70078269622066 30.383788212046362),institution,orange
restaurant,Food Services,Poke-E-Joes,POINT (-97.797258 30.2370431),cutlery,green
place_of_worship,Community Services,Nagendra Swami,POINT (-97.6184301 30.282122),institution,orange
place_of_worship,Community Services,Fontaine Memorial Baptist Church,POINT (-97.68692459596936 30.27104903449854),institution,orange
restaurant,Food Services,Bluefin Sushi Bar and Ramen,POINT (-97.8211753 30.2292228),cutlery,green
restaurant,Food Services,IHOP,POINT (-97.67074171075886 30.4338000099819),cutlery,green
restaurant,Food Services,Launderette,POINT (-97.72274963731476 30.25187751818181),cutlery,green
restaurant,Food Services,Villa Fresh Italian Kitchen,POINT (-97.8068038 30.4707462),cutlery,green
restaurant,Food Services,Pluckers Wing Bar,POINT (-97.80356725701026 30.468470696394544),cutlery,green
restaurant,Food Services,Eldorado Cafe,POINT (-97.7423083 30.3621876),cutlery,green
restaurant,Food Services,Emmer & Rye,POINT (-97.7391601 30.2574801),cutlery,green
restaurant,Food Services,Ho's Kitchen,POINT (-97.8294994 30.4797907),cutlery,green
bar,Food Services,I Vini,POINT (-97.67056034977418 30.202185165194237),beer,green
restaurant,Food Services,Maggiore's,POINT (-97.8302693 30.4818293),cutlery,green
restaurant,Food Services,Pour House,POINT (-97.75532517452453 30.4228928863625),cutlery,green
restaurant,Food Services,Salvation Pizza,POINT (-97.7393772 30.2568694),cutlery,green
bar,Food Services,Standard Proof Whiskey Co - Austin,POINT (-97.7394142 30.2567616),beer,green
restaurant,Food Services,Potato Club,POINT (-97.8069903 30.4707562),cutlery,green
restaurant,Food Services,Jardin Corona,POINT (-97.786557 30.4451874),cutlery,green
restaurant,Food Services,Pizza Hut,POINT (-97.6533117 30.5721761),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.8069306 30.4705954),coffee,green
restaurant,Food Services,RedBrick Pizza,POINT (-97.7324885 30.3895722),cutlery,green
restaurant,Food Services,Bombshells,POINT (-97.66646850639519 30.445666284387833),cutlery,green
restaurant,Food Services,Japan Cafe,POINT (-97.8070574 30.4707185),cutlery,green
events_venue,Recreation,Banquet Hall,POINT (-97.62139636684054 30.29553490789258),institution,orange
cafe,Food Services,TruBoba Cafe,POINT (-97.6532347 30.5722469),coffee,green
place_of_worship,Community Services,Little Zion Baptist Church,POINT (-97.55456195527589 30.33764697715637),institution,orange
restaurant,Food Services,Haru Sushi,POINT (-97.7418717 30.3868224),cutlery,green
cafe,Food Services,Epoch Coffee,POINT (-97.7245043 30.3185317),coffee,green
cafe,Food Services,Epoch Coffee,POINT (-97.760577 30.3572945),coffee,green
restaurant,Food Services,China Wall Restaurant,POINT (-97.6803526 30.4898658),cutlery,green
place_of_worship,Community Services,Austin Buddhist Vihara,POINT (-97.66279112835305 30.44523942750119),institution,orange
place_of_worship,Community Services,Austin Korean Presbyterian Church,POINT (-97.66647192672202 30.394226789871958),institution,orange
restaurant,Food Services,Banh mi ngon,POINT (-97.6531618 30.5723247),cutlery,green
place_of_worship,Community Services,Grace Way Church Austin,POINT (-97.7892625 30.453963),institution,orange
restaurant,Food Services,Southside Market & Barbeque,POINT (-97.7333692 30.3894932),cutlery,green
bar,Food Services,Moontower Saloon,POINT (-97.8266605 30.1692713),beer,green
theatre,Recreation,AFS Cinema,POINT (-97.707802 30.3264145),film,red
place_of_worship,Community Services,Imani Community Church,POINT (-97.7409255094179 30.417333988616857),institution,orange
restaurant,Food Services,Y'alls Down-Home Southern Cafe,POINT (-97.6803651 30.4897452),cutlery,green
place_of_worship,Community Services,Shepherd of the Hills Lutheran Church,POINT (-97.80549192565728 30.276276531639084),institution,orange
place_of_worship,Community Services,Kingdom Hall of Jehovah's Witnesses,POINT (-97.6837704203367 30.25570558854731),institution,orange
restaurant,Food Services,Jet's Pizza,POINT (-97.830118 30.4821439),cutlery,green
place_of_worship,Community Services,Grant AME Worship Center,POINT (-97.70422180833044 30.38523616284298),institution,orange
bar,Food Services,Night Owl Bar,POINT (-97.6530858 30.5723945),beer,green
restaurant,Food Services,Phil's Philly Grill,POINT (-97.8072075 30.4705829),cutlery,green
restaurant,Food Services,Fogueira Gaúcha Brazilian Steakhouse,POINT (-97.6799366 30.4891332),cutlery,green
restaurant,Food Services,WhipIn,POINT (-97.7394025 30.2381148),cutlery,green
restaurant,Food Services,ramen512,POINT (-97.8300854 30.4822129),cutlery,green
restaurant,Food Services,Ros Niyom Thai,POINT (-97.6799186 30.4890152),cutlery,green
events_venue,Recreation,The Grove,POINT (-97.6791580083795 30.513279167137778),institution,orange
restaurant,Food Services,Hecho En Mexico,POINT (-97.8633323 30.2284117),cutlery,green
restaurant,Food Services,Kababji Grill,POINT (-97.6529328 30.5725298),cutlery,green
place_of_worship,Community Services,Centro Adonai,POINT (-97.7885447 30.4542492),institution,orange
restaurant,Food Services,Main Event,POINT (-97.78453695339081 30.445561745592624),cutlery,green
restaurant,Food Services,Luv Thai Cuisine,POINT (-97.8154884 30.2301175),cutlery,green
events_venue,Recreation,Travis County Exposition Center,POINT (-97.62086964924356 30.294930095485498),institution,orange
restaurant,Food Services,Keepers Coastal Kitchen,POINT (-97.8680616 30.2000326),cutlery,green
place_of_worship,Community Services,Nineteenth Street Baptist Church,POINT (-97.67684631326449 30.301763022378097),institution,orange
restaurant,Food Services,Arepitas,POINT (-97.6610844 30.4810733),cutlery,green
restaurant,Food Services,Asadas Grill,POINT (-97.67200002794267 30.402646012256465),cutlery,green
restaurant,Food Services,Ojos Locos Sports Cantina,POINT (-97.7022845577235 30.33704936218581),cutlery,green
place_of_worship,Community Services,Macedonia Baptist Church,POINT (-97.67966210675418 30.271719683240217),institution,orange
restaurant,Food Services,Razoo's Cajun Cafe,POINT (-97.688029 30.5566271),cutlery,green
